filepath,source,sample_rate
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/010/010885.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/113/113563.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/132/132547.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/029/029626.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/042/042533.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/91351f6f-5242-4c25-bd44-1b3d092e76df.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/d3ed6b2f-1839-4bef-8802-ba13687a3d71.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/42a7bf1f-23fb-4ef3-9813-6a7a22e6bba3.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/042/042798.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/020/020735.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/030/030487.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/095/095512.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/33326016-517e-463e-a6b2-249e68acf165.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b246606a-8f1d-459a-8fe2-501cbc562f14.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/112/112313.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/007/007192.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/d5f49287-6881-42a3-904d-ef868b749c7c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/4d193c36-8548-4bea-a88f-650ec854c786.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/134/134510.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/db199db3-db35-4812-ad51-97b9b4d12d27.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/7146d35e-fe6d-4c63-a966-585ca03a926a.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/613a029b-c61f-436f-bc26-7b517b88522b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/005/005267.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e8214cca-bfdd-4bfb-91c1-2800b73b035e.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/593818f8-280b-4cb5-a3f7-69c184a5ddfd.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/8c3d39ab-2d8e-40cf-997d-4459ecaefcbc.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/056/056691.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/d460814c-9357-4f15-ab13-d7c639b02e87.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/011/011940.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/148/148891.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/082/082711.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/0a8b1a10-a842-406a-a190-6b67f1394eb0.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/042/042750.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/020/020101.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/057/057639.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2bd8a2d8-fc1e-41bb-99d6-7afba3debf6b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/066/066330.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/001/001358.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/df2f943f-86ff-49ce-9674-7ec6b76d1b86.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b3139827-9714-4940-8c26-1eeb3fbead10.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/066/066955.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2726916d-a881-48b6-bc06-aef63c4d18c2.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/0801c3ba-757b-4c5c-a302-e79a6693bc51.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a976b695-c574-454e-83be-2030641e977b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/7e8d7db8-8142-48ea-8484-3fc3d1f4aa62.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/127/127469.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/112/112793.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/112/112587.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/061/061680.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e94bea50-d771-438f-b018-f2d077570605.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/033/033220.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/011/011319.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/110/110981.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/12913cd8-8bcf-4fc9-bc80-5133d895d264.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a03a9ecc-5051-453a-88f3-026fce4675a9.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/091/091750.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/34aafec3-1700-43bd-a9d8-e086721a46a0.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/bd18816b-1509-462b-8a79-290d0944ef8c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/093/093026.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/96154d5a-da18-4b25-bd89-c31fec3067d5.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/ad3dbb26-827b-4961-84ff-037d1f78ac7b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/091/091857.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/114/114282.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/abb5a2cb-1019-4b07-8d2d-eb9e98d7b9dc.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/31b9afbd-7169-4421-b0e7-f6dbe9b52be1.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/0c5fac3a-9239-4c08-a919-2f7a145fefa1.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/087/087638.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/120/120333.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/031/031577.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/013/013122.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/099/099362.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/055/055121.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/093/093360.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/028/028124.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b470c1bf-c04c-4a3f-aaef-db90abd3d8e4.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/102/102092.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2ad9fcc3-7e75-4e21-a2bb-1586c7201926.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/062/062020.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/40642171-1601-4c30-a9fa-ef4e6585d81e.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/030/030199.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/129/129880.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/500476ee-7448-446e-ad86-7a287aa84248.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/3de09481-2b13-4236-b10b-639adc4e1f21.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/c371fa23-231e-47f1-a9f2-ce9dc505d83a.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/128/128706.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/108/108846.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/119/119553.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/154/154304.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/045/045513.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/8e67ed48-2c6c-4891-a26b-a536ed9aa3fd.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/135/135226.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/051/051851.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b0607924-b72c-486e-b322-f98d140adc0b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/71032938-9b49-47db-bf1d-bbf5b8cb1370.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/019/019633.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/9b984172-0245-4288-b74a-81658f9de5a0.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/057/057624.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b697c19a-d690-4cc9-a273-f80dd7d3b6c7.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/101/101107.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/144/144724.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/131/131488.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/025/025227.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/81442c7e-d811-4617-9fd4-7d86ec680ce4.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/03dc4be7-2345-4ce1-80b0-f0fa751f666f.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6e6bf460-577d-4b87-a694-dc8ce74bb526.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/014/014690.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/116/116466.mp3,Human,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/024/024424.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/019/019186.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/cabe8f71-fc94-49e9-8ea2-de37912ea80c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6f20eeec-c787-4112-bcd1-c2f4e1403671.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/7ac60354-5718-4616-8dec-fc07a7c9bfdd.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6d7efab3-8e23-47b5-be7e-55d60b2fa216.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/130/130904.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/d7f0fb65-672b-43e2-bb8d-73a60acb68f6.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/042/042659.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/982f9ee8-3d81-4e72-81c6-70547208929d.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2c8de130-f872-40ec-9978-6288a6bf2f27.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/ca083fc4-a876-48a9-ac07-0e995eb299a4.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/ba863bf2-dbc1-4835-831c-509db1927201.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/129/129887.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f581f582-a954-428a-a253-654b7cd1c231.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/fc9617fa-18e7-440e-9700-d3751dd9ae5b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/075/075390.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/9b2a0284-1921-4f23-b3b2-dce9a047dcb3.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/b6211dd9-069e-4df9-8c17-c87ba3c8d7bf.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/c8739ffc-829b-47ec-839c-618f7badf11d.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/d03f8941-94e5-475f-af6f-c22720791833.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/040/040637.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/117/117287.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/23cb237c-8c08-44aa-b5a5-8b58f966cabc.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/9d83fcf8-6369-444f-867e-464971827a0a.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/066/066640.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e7c415cf-f03e-4328-b577-622a25395316.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/c79167cb-e286-4d8f-a10e-16ae5c7bec49.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/505463ab-69f1-441d-8b9d-1bdbc40cef2d.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f9ce43f2-6118-4969-b06d-9ca161d78acb.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/5d769d8c-f63e-46b4-9d22-85dc40750db6.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/644088ce-b45f-4ff5-969c-70f966ee648f.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/095/095508.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/033/033552.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/089/089992.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/5f3b0bd6-f777-482b-a95b-ad67706b12fd.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/05526a71-c299-4e06-9176-13662604d7e2.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/4d616338-8306-455b-ac19-b67a70974c0f.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/138/138349.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/005/005264.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/040/040356.mp3,Human,32000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/067/067237.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a1f582db-b20a-4e2d-b0b5-26080b582d46.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/064/064257.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/051/051846.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/943a14d8-ee68-4f25-853c-05a53dd461ec.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/643a9331-a33e-4494-a605-aee00e8b4e05.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6e3aa7ce-67f3-4731-85a0-0c5d21f297df.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/a22d4c32-dd8a-4bdc-a432-2b3580749fb2.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/6e94963f-3cc3-4bec-8b59-f6914b6b6ed2.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/04aa416a-f1f4-4b2e-9b40-c16531c12de3.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/086/086414.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/4afe7aba-49d0-4e51-ae39-d828878339cd.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/004/004232.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/131/131561.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/147/147295.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/017/017324.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/025/025028.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/075/075380.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/dbad1b58-95f1-4383-aa34-688169de24ad.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/2a1b52d6-74ce-4b86-88fe-1b6bd263fc9c.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/4266393b-0996-4c38-a5b1-3b7ae60f6168.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/76b9d2db-f4e5-4160-8724-a636310ba824.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/145/145606.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/099/099086.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/128/128921.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/082/082917.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/113/113039.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/7136c165-811a-48ce-a34c-078c587f59cf.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/012/012490.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/721d2103-9ece-4afd-9c63-a2a06fd9e0a5.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f432dfd7-ee9f-41f4-90b7-11d5aa907c20.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/d59ec6f5-59cf-4ee6-bdd0-12f8bccfcefe.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/1f81da98-0191-4442-9e8a-3cc6b13f9875.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/021/021522.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/65441463-8701-4291-860e-7bc3c1de1ec9.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/35d79c66-1d18-4263-987b-2079f10362c0.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/110/110653.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/de933ac9-309a-4dff-b367-d87ee7779a84.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/42d4f644-cb69-490b-91f5-43590cafbe07.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/013/013197.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/aca71f05-b85a-4cd9-95af-e33391b584b3.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/7d33fa19-305c-41e1-a76a-35bdf648d5e9.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/071/071107.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/96c382e1-b751-4448-a96c-cd1dc3a20784.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/063/063402.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/040/040236.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/58600413-4a03-48c5-a50f-e38ce5e74878.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/23045c5a-1d36-4215-ba9f-73a0a9e66ca4.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/c2aca0c4-6ca5-4b58-a4f4-4c487eca9e7b.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/059/059445.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/150/150572.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/030/030740.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/f971fc10-bb1d-45e4-9f46-5ac81aa9bbe2.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/018/018013.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/24b3b1e4-6597-4756-a229-7ceb6e6df484.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/bedc26da-35f6-49c0-ab42-b03fd379f859.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/10f9def8-45cc-48c4-930c-64508e8649d7.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/7138b503-aa68-4e5b-9a84-e5b864ff0fc4.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/097/097053.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/992378e0-143c-4ecd-8915-94261f94c488.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/070/070517.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/121/121721.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/140/140002.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/e1835411-b694-4ae0-b38f-25fb04a87086.mp3,Suno,48000
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/079/079688.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/humanFMA/archive/fma_medium/fma_medium/074/074049.mp3,Human,44100
/Volumes/QL SSD1/ai_human_music_data/Suno21k/archive/audio/ba36e4df-f7b0-4f6e-bd03-e8a4689b00c5.mp3,Suno,48000
